"","year","age","value","groups","Age","Year"
"339",2007,32,0.0157307,"obs","32","2007"
"340",2007,33,0.0101319,"obs","33","2007"
"341",2007,34,0.0194864,"obs","34","2007"
"342",2007,35,0.0144466,"obs","35","2007"
"343",2007,36,0.0232998,"obs","36","2007"
"344",2007,37,0.00863464,"obs","37","2007"
"345",2007,38,0.0135043,"obs","38","2007"
"346",2007,39,0.00483241,"obs","39","2007"
"347",2007,40,0.00964357,"obs","40","2007"
"348",2007,41,0.003612,"obs","41","2007"
"349",2007,42,0.00138382,"obs","42","2007"
"350",2007,43,0.00219394,"obs","43","2007"
"351",2007,44,0.00295826,"obs","44","2007"
"352",2007,45,0.00998447,"obs","45","2007"
"353",2009,2,0,"obs","2","2009"
"354",2009,3,0,"obs","3","2009"
"355",2009,4,0.000358837,"obs","4","2009"
"356",2009,5,0.00269388,"obs","5","2009"
"357",2009,6,0.000201368,"obs","6","2009"
"358",2009,7,0.00686493,"obs","7","2009"
"359",2009,8,0.015209,"obs","8","2009"
"360",2009,9,0.0223985,"obs","9","2009"
"361",2009,10,0.0505601,"obs","10","2009"
"362",2009,11,0.0706407,"obs","11","2009"
"363",2009,12,0.0530476,"obs","12","2009"
"364",2009,13,0.059591,"obs","13","2009"
"365",2009,14,0.0624661,"obs","14","2009"
"366",2009,15,0.0379482,"obs","15","2009"
"367",2009,16,0.0337723,"obs","16","2009"
"368",2009,17,0.0205678,"obs","17","2009"
"369",2009,18,0.0334948,"obs","18","2009"
"370",2009,19,0.0325085,"obs","19","2009"
"371",2009,20,0.0274243,"obs","20","2009"
"372",2009,21,0.0161746,"obs","21","2009"
"373",2009,22,0.00987772,"obs","22","2009"
"374",2009,23,0.027306,"obs","23","2009"
"375",2009,24,0.0409003,"obs","24","2009"
"376",2009,25,0.0458758,"obs","25","2009"
"377",2009,26,0.0264809,"obs","26","2009"
"378",2009,27,0.0169174,"obs","27","2009"
"379",2009,28,0.0141114,"obs","28","2009"
"380",2009,29,0.0301409,"obs","29","2009"
"381",2009,30,0.0134756,"obs","30","2009"
"382",2009,31,0.0116036,"obs","31","2009"
"383",2009,32,0.0246221,"obs","32","2009"
"384",2009,33,0.022202,"obs","33","2009"
"385",2009,34,0.0105032,"obs","34","2009"
"386",2009,35,0.0121607,"obs","35","2009"
"387",2009,36,0.0211347,"obs","36","2009"
